"","X4467992","X4454356","X183855","X4343580","X4465907","X4472399","X4454531","X2949328","X362389","X1551174","X4365178","X2017729","X1028632","X281015","X1142029","X182886","X168260","X4480529","X4361189","X248902","X31235","X3931537","X4409730","X4405869","X825808","X4353757","X180572","X110944","X4472202","X4450198","X177100","X177109","X181155","X1024529","X191148","X4467447","X4449055","X4449054","X179625","X519746","X86428","X368486","X192945","X175741","X4439469","X308072","X2309802","X194129","X191442","X189035","X4381422","X199490","X322580","X4473763","X179291","X3887769","X4408801","X4414478","X4447950","X4304901","X92535","X1766666","X184465","X4424063","X180552","X13986","X183954","X185734","X1997733","X3465320","X2914680","X1624481","X4457438","X865469","X199218","X187470","X184925","X174589","X175180","X179609","X302352","X207126","X175761","X2123719","X183169","X359149","X4393745","X4315958","X4365130","X342397","X4434579","X1848900","X2497335","X172233","X4318284","X4442899","X3924627","X59563","X4154872","X4332078","X4458306","X2438203","X4404220","X1713225","X4403689","X4425495","X1805553","X4438116","X211907","X2549971","X197624","X179663","X175168","X4464445","X175704","X3203801","X196572","X787663","X186463","X188735","X4436046","X173135","X196100","X1943557","X4468466","X1769960","X81152","X4483015","X186888","X310247","X4374084","X174629","X182196","X4434334","X811492","X68845","X68841","X4461030","X174840","X357261","X191740","X193679","X1917420","X368175","X187924","X553150","X175145","X851938","X533969","X4480359","X195929","X178773","X4346677","X4342104","X334459","X4474951","X1747203","X821080","X191355","X125624","X4366728","X269327","X3141342","X178183","X187126","X4482983","X174862","X3180933","X189677","X189679","X192438","X151870","X177986","X4449236","X2506486","X4295743","X176297","X2365690","X288004","X4446320","X190676","X190675","X4442130","X1017181","X3890155","X4445673","X4397579","X4416763","X4453535","X749837","X180414","X181239","X3667183","X4472091","X4344207","X186955","X362363","X185420","X4460847","X173876","X168289","X1904497","X176332","X1914811","X4325096","X798581","X157453","X175828","X2617854","X177031","X181422","X183680","X191251","X4331723","X177217","X566243","X4383827","X4409398","X1896700","X4423384","X4328241","X190076","X181756","X188887","X2424737","X1768385","X4235585","X180658","X336710","X4361727","X4453773","X4358527","X312882","X185059","X4426298","X348009","X4396688","X4359216","X179549","X4483963","X342427","X2685602","X4469722","X4468892","X4468234","X4468891","X195865","X175844","X3244671","X4413347","X369014","X188329","X842594","X180352","X177230","X4393532","X2599028","X120281","X2338105","X801210","X184980","X184984","X4437024","X538000","X176323","X185588","X185584","X4326080","X4481131","X368261","X192983","X529940","X4468391","X111446","X1000986","X174924","X294922","X4427459","X1100972","X3275562","X182117","X193919","X197072","X365717","X175642","X4385326","X188348","X192070","X173969","X352034","X1856435","X1788466","X196246","X193367","X537085","X4479443","X4405482","X4396235","X54563","X4480861","X4469576","X1776714","X176507","X3537197","X4480244","X4454025","X181560","X575844","X195651","X359762","X587933","X193551","X4473788","X187883","X182545","X173817","X1721299","X4426438","X4389571","X317677","X178904","X175336","X175335","X178018","X178016","X4344722","X345951","X4477696","X4474255","X189548","X4378683","X2243510","X1868703","X2032544","X360240","X4301511","X194670","X192326","X4372130","X185034","X193534","X539581","X4423553","X4352657","X190208","X1952","X178385","X179384","X2018038","X1919007","X183579","X216111","X195808","X4102199","X3508701","X174008","X471159","X196724","X196200","X1082607","X189524","X190987","X354334","X4448331","X310071","X4356307","X185834","X368203","X1656581","X187607","X291090","X211706","X4418165","X3648884","X197343","X1096610","X213394","X4410166","X4460021","X4383922","X1671681","X208332","X2281172","X192641","X851704","X2654263","X4390839","X814442","X4397439","X4452050","X194733","X4442459","X3251419","X2979308","X177941","X187035","X4474380","X2480553","X258099","X4376828","X183824","X4396292","X4396297","X968629","X4437359","X1504042","X1866742","X293307","X190502","X193709","X162623","X4429608","X3908639","X1601633","X4481427","X184036","X3236435","X337538","X197367","X4354582","X4478125","X183012","X4375442","X1836848","X4111715","X324236","X162430","X190240","X1071450","X4449851","X621651","X132892","X326865","X3855938","X4416113","X175932","X196382","X4379449","X184209","X851323","X516648","X167373","X4410401","X177349","X192015","X337765","X2943548","X185563","X4411138","X190529","X4335815","X182036","X4481195","X4466150","X265871","X4403113","X175586","X178151","X111135","X4432433","X183071","X196082","X2331530","X296052","X1803030","X952003","X4323124","X180257","X180523","X184570","X2442706","X4451899","X4356080","X186030","X176244","X163494","X365372","X526682","X1065569","X3138798","X2063400","X110059","X176306","X348304","X4431558","X193744","X2271953","X197481","X4232045","X4446058","X964220","X575407","X212686","X4415943","X4418496","X212532","X12574","X145401","X1015143","X16054","X178686","X1943669","X543824","X1023075","X3390534","X189356","X302683","X4463532","X185937","X4356062","X3302038","X1986324","X178304","X2388617","X129692","X4421070","X4318470","X199190","X1972262","X3531225","X4371463","X4447072","X4457872","X3506872","X183210","X4324467","X193221","X360660","X4483570","X4306262","X182674","X3903651","X187248","X1046997","X731422","X730906","X295804","X524318","X2035344","X198128","X4331364","X4331360","X173945","X179637","X3472078","X187404","X176201","X4381553","X335577","X4458758","X178859","X197203","X577294","X4339144","X189588","X177493","X331150","X340113","X2532173","X198947","X4346675","X176077","X844998","X168071","X182054","X182052","X4463709","X199318","X4328189","X518016","X176690","X4439603","X4439606","X177800","X170462","X4372206","X292242","X4375000","X4329132","X4392188","X146672","X4144205","X4348151","X173965","X187468","X3825765","X175751","X148987","X4471854","X180155","X188707","X177618","X4440251","X176057","X4451152","X4365141","X2407149","X197460","X186255","X4347520","X2530636","X797229","X179861","X4376230","X194471","X174360","X1740161","X4475758","X174818","X177134","X4343631","X306704","X4341497","X166848","X1005952","X199745","X2874602","X177359","X2829179","X192912","X3244896","X232828","X4465072","X186478","X4479397","X4278525","X4454586","X975306","X247639","X4444262","X3424669","X184729","X2283862","X708680","X175560","X195294","X4447188","X198404","X183585","X2965639","X4344883","X174831","X181452","X177150","X4436552","X4388174","X4473509","X4471251","X195465","X166869","X389371","X4331760","X4459196","X231952","X184910","X182184","X175175","X585914","X3745352","X181862","X193452","X189296","X4476936","X2160415","X361966","X299302","X4391009","X4387092","X4458576","X194089","X4435690","X179826","X179358","X191913","X4052330","X178991","X1817731","X4420570","X183654","X4372003","X4354477","X180307","X1860111","X505670","X4335781","X189085","X189083","X193667","X1624383","X4470870","X147969","X145735","X2358923","X584375","X183487","X137353","X4316928","X4424408","X180468","X354574","X714766","X4346368","X4455767","X592616","X4217963","X841635","X195166","X163243","X198449","X4395075","X176346","X174613","X113909","X4469007","X1835779","X184160","X4368600","X168439","X197003","X4420417","X1696853","X843357","X370361","X4473295","X1751298","X3530697","X297182","X3228684","X362765","X176115","X4466843","X3825935","X4414044","X4428676","X4409545","X179785","X4442127","X365574","X178994","X114821","X177697","X4483045","X177037","X4387453","X192720","X181204","X181754","X148352","X173863","X179319","X540862","X174672","X174675","X329096","X313593","X187178","X191412","X3963289","X188648","X185232","X181432","X183698","X4474593","X181698","X178299","X4401375","X191718","X293342","X367456","X3221787","X4401957","X4456027","X4451906","X4451907","X18619","X495451","X4473129","X1983368","X4452107","X180640","X2223978","X194626","X184339","X180421","X4479317","X4318671","X4430826","X186906","X2985051","X187504","X4094259","X331253","X48084","X179551","X175650","X178064","X171559","X1950496","X4417325","X187882","X4359056","X2498994","X4476527","X184996","X184990","X4476780","X4369878","X4466659","X365536","X363477","X180629","X180999","X3186388","X28218","X4401580","X2237211","X4433823","X4454257","X181719","X186921","X2686384","X4455257","X2749126","X4425214","X4466006","X4443172","X193968","X3579831","X4310398","X1147942","X347639","X328544","X4393565","X215697","X4447605","X258375","X4412168","X1135084","X195004","X4363066","X4435400","X180606","X187385","X516553","X177581","X189760","X1895780","X2656868","X45363","X4359797","X99891","X4482374","X4449458","X4472174","X363442","X198190","X320376","X1944498","X175612","X4448492","X1740283","X4045882","X316132","X2024346","X1855954","X2987636","X1602805","X178513","X189530","X535901","X289452","X192048","X329820","X276484","X348642","X190577","X621472","X178253","X182089","X174489","X184394","X174950","X189708","X2066056","X563572","X2876801","X4369229","X177702","X4254528","X4403632","X192672","X4463237","X4476604","X851715","X197537","X606927","X306066","X2730944","X4452538","X691423","X169364","X326136","X4353251","X3609545","X176269","X4478815","X4307391","X3195723","X148279","X194758","X198740","X185516","X191601","X194236","X191608","X193233","X532203","X341322","X184000","X197761","X232975","X4326084","X197354","X340219","X186521","X4437368","X4331223","X4357811","X186981","X4472130","X329520","X362539","X536866","X230232","X300952","X175929","X110060","X185113","X4384058","X4451251","X4328910","X511378","X174738","X149614","X2704013","X197708","X179744","X4484075","X188077","X177567","X4386018","X4395175","X177742","X184561","X1846390","X4414476","X190705","X1667433","X2582660","X4480970","X194372","X161423","X279107","X178082","X4381430","X214036","X4464173","X4420408","X4479989","X185148","X185141","X4395327","X193480","X145801","X191395","X195556","X4347159","X2814830","X3562626","X357046","X4481613","X197490","X193863","X179760","X178148","X271214","X4416570","X183045","X296045","X3649785","X4393466","X174288","X4335578","X4389705","X184897","X15728","X363735","X3430935","X179402","X548587","X4425368","X233253","X319621","X4453609","X359872","X190913","X25005","X4371061","X4431545","X845544","X183662","X176008","X2731539","X183207","X4318122","X4318125","X1951826","X4242681","X182643","X181176","X181174","X4359590","X4477861","X772282","X182264","X168313","X179423","X4429335","X183439","X365385","X192963","X4428313"
"1",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,280,1855,141,76,0,0,62,0,1,0,0,750,0,0,0,0,0,15,0,425,0,1,0,0,0,12,0,0,1130,1,1,0,2,10,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,6,0,0,0,0,0,0,0,5,43,6,0,0,173,0,0,0,0,0,0,0,0,0,0,1,0,0,2427,0,0,8,15,0,0,0,0,0,3,4,0,0,0,1,0,0,0,2,0,0,65,0,0,1,0,28,0,0,0,0,0,0,0,0,809,1,0,0,0,0,21,0,0,0,0,6,0,0,7,0,0,0,3,0,12,0,0,0,0,0,0,0,0,365,290,0,1,0,0,0,0,1,147,0,2,0,1,0,0,0,0,0,0,18,0,274,10,0,0,0,223,0,0,77,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,521,1,0,0,0,0,0,5,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3313,0,0,0,2,0,0,0,3,0,0,445,0,2,0,0,0,2,0,0,0,0,0,0,651,0,0,0,0,1,0,2,0,0,23,0,0,0,26,0,0,0,0,0,0,5,1,146,5,0,0,0,0,0,239,1,14,124,0,0,1,2,0,0,16,0,0,0,0,3,0,2,2,0,0,0,0,298,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1248,0,0,0,182,0,122,0,518,0,0,0,5,0,0,185,1,1,0,114,0,0,2,0,3,3,1,9,0,6,0,2,0,1,3,0,0,6,45,0,0,0,0,0,0,0,0,0,0,5,261,0,1,0,0,26,36,0,0,5,0,6,0,0,0,0,0,0,866,0,0,3,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,147,1,1,0,2,0,1,2,1,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,194,0,0,0,1,1,0,0,0,1,0,8,0,221,0,1,0,6,3,4,0,0,0,502,0,0,0,0,0,0,0,22,0,0,5,114,0,0,0,0,0,9,1458,0,0,0,0,0,0,0,0,0,943,0,0,0,9,0,0,1,0,1,0,0,0,19,0,0,610,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,224,0,0,0,0,0,0,0,3311,39,2,0,0,389,169,4,0,140,0,0,0,91,0,16,0,2,0,0,0,1,0,6,0,0,3,0,3,102,0,7,0,7,6,409,0,13,1,0,0,6,1,1,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,6,0,0,0,0,0,0,40,0,0,0,0,0,3,253,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,21,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1998,0,2,2,57,0,0,0,5,227,0,96,0,2,0,0,24,0,1,1,0,3,0,79,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,2,29,0,12,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,142,4,0,0,0,6,0,1,1,2,0,0,1,0,0,226,3,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,24,0,0,0,0,0,84,0,0,0,2386,3,0,12,0,14,0,1,0,0,1,7,0,244,0,0,1,85,0,0,0,0,0,2,0,0,0,2552,0,19,0,0,1,18,0,3,0,0,0,0,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,27,0,0,0,0,0,1,3,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,35,8,0,12,104,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,20,0,0,3,0,0,3,0,0,2,3,0,0,0,167,54,0,5,2,11,0,0,1600,0,0,0,0,0,0,10,0,0,0,0,0,0,0,61,0,0,0,201,1,8,0,0,0,38,0,0,124,0,2,0,0,52,0,18,0,7,2,0,0,172,0,0,3,0,0,0,0,0,0,0
"2",1,0,0,0,33,6,0,0,2,28,0,1,0,0,1,2,214,11,0,13,0,0,8,0,0,0,0,5,2,0,0,0,0,1,0,182,0,2,0,0,0,0,0,2,101,0,0,1,4,8,0,5,1,0,0,1,0,0,0,0,1,0,0,3,8,0,0,0,0,0,0,78,76,0,1,0,0,2,3,0,1,0,0,0,1,0,0,0,1,0,0,3,0,4,0,5,0,7,0,0,0,3,1,1,0,0,129,0,26,0,2,0,12,0,8,0,2,0,2,23,0,3,3,0,0,0,0,0,2,0,0,0,12,2,0,5,1,0,15,0,0,0,51,0,0,1,0,2,4,0,0,0,0,11,0,0,1,0,1,41,0,0,6,4,5,0,6,0,1,1,0,6,5,0,0,0,0,0,0,0,14,3,1,0,0,0,0,0,0,0,7,6,0,28,0,2,0,0,1,0,0,26,0,157,0,542,8,1,0,0,5,0,0,0,0,0,0,0,59,1,0,2,9,0,0,0,0,0,4,7,0,1,5,0,0,0,4,1,2,0,0,0,0,0,1931,2,0,0,0,4,3,0,0,1,24,21,0,0,0,0,0,0,0,0,0,0,0,3,2191,0,6,1,1,116,0,0,0,174,16,0,1,0,33,0,0,41,16,0,1,3,0,8,9,2,0,0,0,0,24,1,1,3,2,0,369,0,1,0,12,147,9,7,1,4,0,0,0,0,0,3,0,89,9,2,2,0,0,0,0,0,0,0,1,882,0,0,0,19,0,0,0,39,0,0,0,204,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,7,0,0,4,0,0,0,0,0,1,0,1,2,0,1,0,150,0,0,0,0,0,0,0,0,1,0,0,1,0,1,198,0,1,6,0,1,8,5,0,0,0,0,29,0,3,0,5,7,0,0,0,11,0,1,0,1,0,74,0,0,76,0,0,1483,0,2,0,0,0,0,11,0,0,0,0,2,0,0,0,0,5,1,1,91,1,0,191,0,0,8,0,0,0,7,2,0,2,0,29,0,0,1,0,0,0,1,0,17,0,0,1,1,1,0,0,0,0,0,15,57,0,0,4,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,149,0,2,0,0,0,0,0,0,405,352,0,2,0,0,1,0,0,0,18,13,6,0,45,0,0,8,3,0,0,53,0,18,0,1,4,3,0,0,1,0,0,3,12,0,3,0,1,0,4,0,0,7,0,0,0,0,0,4,9,0,0,82,0,0,0,0,16,639,0,1,151,0,0,4,1,22,6,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,3,0,1,10,0,0,0,0,0,0,0,6,2,0,0,1,2,0,14,3,1,5,1,0,0,1,0,2,0,2,0,2,0,1,0,0,0,1,0,0,0,2,0,2,3,0,0,1,1,0,5,0,0,0,0,2,0,0,4,4,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,68,0,0,0,0,4,25,0,77,30,1,1,0,44,0,0,7,0,0,1,2,29,1,0,0,0,4,0,0,28,522,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,11,0,63,182,0,4,92,54,51,0,1,95,0,0,6,0,4,0,1,0,0,4,0,1,0,0,45,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,42,142,6,0,1,0,0,3,0,0,2,0,3,0,0,0,8,5,0,0,0,0,4,1,62,0,0,2,0,0,0,97,0,6,3,0,0,0,1,0,2,5,0,0,0,19,1,0,0,37,3,3,1,0,72,2,0,5,14,0,0,0,0,0,0,1,0,1,129,1,0,13,21,0,2,5,1,0,0,0,0,0,0,0,1,0,0,7,0,1,7,104,0,1,0,0,8,0,0,1,5,0,0,0,0,0,0,0,4,0,0,112,10,27,0,3,11,5,0,0,2,2,0,16,0,2,0,0,0,0,4,1,1,2,0,5,0,0,1,2,1,8,0,103,1,0,0,0,0,0,7,1,0,0,0,0,0,4,1,0,9,6,0,0,0,1,17,0,6,15,32,0,514,8,0,4,0,1,0,0,0,9,0,7,2672,0,0,0,1,0,6,28,0,0,15,0,0,0,0,0,0,0,26,2,3,2,0,8,0,3,0,0,113,13,0,73,18,0,2,5,0,20,0,0,0,0,1,0,4,0,76,0,0,0,0,0,0,0,1567,0
"3",1,0,0,0,63,1,181,0,3,0,0,2,2,0,0,0,0,0,5,0,0,1,1,0,0,0,1,146,0,0,0,0,9,6,0,5,1,2,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,2,4,0,3,0,0,0,0,1,681,105,1,0,2,0,0,4,0,0,0,0,10,1,1,0,2,0,19,0,4,0,0,0,3,1,0,0,0,4,29,0,6,9,0,447,0,1,6,0,0,0,10,7,1,0,0,6,0,2,0,1,0,0,33,0,0,2,0,0,2,11,1,1,4,238,5,2,0,1,0,2670,0,0,0,0,0,1,0,0,0,0,0,0,1,124,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,8,0,0,3,0,0,1,2,0,0,0,0,0,6,4,0,0,0,0,0,0,1,1,2,0,61,0,0,0,1229,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,370,2,0,0,0,245,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,160,24,1,1,0,0,3,0,1,0,2,154,1,0,3,1,47,0,0,0,0,8,0,0,1,0,0,0,0,3,0,0,0,0,0,3,2,419,0,0,2,0,9,1001,0,0,0,43,0,0,0,1,0,0,0,1,0,1,0,3,0,1,0,0,1,0,0,0,2,0,4,0,2,5378,0,0,0,0,0,3,0,5,0,0,2,0,0,1,1,1,1,0,1,0,0,10,0,2,0,4,2,0,0,0,11,3,1,0,0,0,6,0,0,0,0,1,1,2,0,0,12,0,0,22,87,358,1,1,1,0,2,0,0,0,56,0,4,0,0,195,1,0,1,0,0,0,0,0,1,0,0,533,3,1,0,0,1,0,0,0,2,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,0,2,0,38,36,0,0,1,0,4,2,0,0,0,0,0,0,0,2,0,2,0,143,0,1,0,5,0,1,14,1,3,0,0,38,1,0,0,0,0,30,6,0,5,0,0,1,2,0,1,0,0,0,14,0,0,0,0,2,0,11,0,0,0,53,2,5,0,0,8,2,1,0,2,1,0,0,0,0,0,1,0,2,0,26,0,0,0,0,0,0,0,15,7,0,2,0,0,0,4,0,75,42,0,3,1,0,0,99,41,20,1,0,0,3,213,0,34,90,2,0,0,13591,5,0,2,0,2,1,6,0,0,2,0,0,2,0,0,1,0,0,1,9430,0,0,4,11,0,0,0,0,5,15,4,0,6,0,0,0,4,0,0,18,0,1,0,1,0,0,0,3,0,0,0,12,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,4,0,0,3,8,1,0,11,0,1651,0,2,0,0,5,1920,0,2,64,0,0,2,0,0,1,0,0,0,0,0,33,14,0,18,1,0,0,0,16,752,0,20,2,0,0,0,0,2,0,0,0,14,0,1,0,0,0,0,2,2,0,0,21,0,0,0,29,0,0,0,0,418,0,24,2,19,0,1,24,0,10,43,0,0,0,0,1,0,1,1,0,0,0,2,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,23,0,0,1,0,0,8,0,44,0,4,0,2,0,0,1,0,0,0,0,0,0,0,4,1,1,0,56,3,0,0,0,378,1,0,0,3,0,0,33,0,163,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,4,2,6,0,42,0,0,2,0,0,1,5,1,1,1,0,1,19,1092,0,0,1,3,0,5,0,0,0,1,0,1,0,1,1,1,1,0,15,0,0,2,0,0,0,0,2,54,0,1,0,195,0,0,0,2,1,0,3,0,0,0,205,2603,2,0,0,0,0,0,3,3,0,0,0,2,0,0,1,0,0,1,0,2,24,0,5,0,0,2,5,0,0,5,20,0,0,0,3,13,5,16,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,8,0,4,0,0,0,0,46,2,0,3,0,0,1,2,0,0,0,0,0,12,0,0,0,0,8,0,0,2,1,1,0,2,180,1,0,0,1,1,0,3,166,0,0,0,8,0,19,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"4",5,0,3,1,21,0,0,1,0,1,0,0,0,0,0,9,909,76,1,26,0,0,8,0,1,0,1,16,8,0,2,0,0,420,2,41,1,1255,0,0,0,104,12,0,136,0,0,1,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,23,0,2,1,0,2,5,0,4,0,13,2,13,2,0,3,0,0,2,0,1,1,2,0,175,0,0,4,0,14,0,0,1,3,0,2,0,0,0,0,1248,0,2,0,5,5,0,0,0,0,5,12,1,1,8,0,0,0,0,10,0,0,6,0,0,1,0,1,0,2,0,0,1,0,0,37,5,2,0,10,0,209,23,0,0,0,0,18,0,0,4,0,0,54,0,2,10,11,0,0,0,3,44,0,1,230,0,58,3,0,0,0,34,16,247,16,29,0,0,19,0,9,0,0,0,12,0,276,0,0,0,427,0,0,0,0,11,1,0,1,22,0,288,0,4,0,0,3,0,0,1,0,33,3,0,0,0,0,0,13,0,0,2,3,0,0,35,31,0,0,0,0,2,0,0,0,0,0,716,0,0,0,0,0,1,4,11,1,7,48,0,0,0,0,5,0,1,0,0,2,5,0,151,0,1,0,0,233,1,5,0,0,19,3,0,1,12,0,6,0,0,0,853,3,0,132,1,0,0,0,0,0,1,0,7,0,30,1,0,0,31,2,2,15,858,2,0,0,0,0,1,7,1,1,0,541,1,0,0,0,0,6,1,10,1,1,0,349,0,0,3,13,0,0,0,13,2337,9,1,476,4,1,6,0,0,1,601,55,0,0,6,0,0,0,7,0,2,16,0,26,0,1,1,0,0,0,0,5,4,1,0,0,2309,1,0,2,0,0,208,0,0,3,0,0,0,0,2,226,0,0,7,0,10,0,1,1,0,0,63,444,0,0,1,21,0,0,0,67,1,0,0,0,1,0,1283,0,0,209,0,0,0,0,0,5,100,1,0,0,0,0,6,0,0,0,0,12,0,0,28,0,16,1,0,0,0,3,2,0,0,4,10,1,0,0,6,1,2,0,165,0,0,0,0,34,3,1,486,0,1,3,0,2,0,0,1,36,1,1,0,2,1,1,1,0,1,0,0,0,0,20,10,0,1,0,143,0,0,0,1,0,1,0,0,99,49,0,595,0,8,0,0,3,0,0,28,1168,85,0,1,0,0,0,0,2,3,61,0,0,335,41,0,1,2,0,2,0,237,0,20,117,0,995,1,0,0,0,0,0,1,0,0,0,0,0,1489,5,1,9,0,0,0,1,0,1,0,83,0,68,0,0,3,0,0,0,40,0,0,572,0,2,130,129,79,2,4,4,0,5,0,6,0,9,0,12,0,0,0,0,0,6,2,0,3,0,0,34,0,1,1,1,3,248,386,0,2,19,1,0,6,0,107,0,20,0,0,0,0,0,1,10,17,0,0,0,0,0,7,0,0,0,0,0,0,4,1,0,0,0,0,0,108,0,0,49,2,3,0,0,33,0,0,0,0,0,0,63,3,1,0,0,0,0,1,0,0,0,56,25,15,0,0,0,0,1,256,84,1,0,0,20,0,0,37,1,0,0,9,73,0,0,2,0,10,4,1,0,45,0,0,1,0,149,10,0,1,0,1,0,0,2,0,0,0,9,0,0,0,2,0,1,0,0,1,0,53,0,0,50,6,3,10,1,5,4,6,2,3,0,2,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,2,0,13,0,31,0,0,0,0,385,0,0,0,413,0,0,0,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,41,0,1,0,0,0,20,26,265,0,0,0,0,0,0,268,0,5,6,0,0,0,1,3,16,0,0,13,1,0,0,0,6,7774,1,0,1,3,158,0,0,0,117,1,0,5,0,0,1,0,0,0,20,0,0,19,0,0,0,243,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,3,0,1,0,7,0,0,0,8,0,0,0,1,0,0,0,0,0,326,0,1,0,4,52,0,0,0,0,0,0,21,0,59,0,3,5,109,1,1,0,0,0,1,15,0,1,7,0,16,5,17,0,2,0,2,0,4,42,1,0,7,0,0,0,1,1,2,273,0,22,0,1315,5,86,1,0,21,0,104,2,15,9,12,9,4,5,0,0,364,0,0,2,174,0,0,1120,0,0,0,1,1,19,8,0,0,4,1,2,0,0,68,1,0,2,8,0,13,0,44,166,25,0,242,18,0,0,2,0,31,0,5,0,1,6,5,16,0,1,1,0,0,0,5,0,0,0,0
